data_hora,lixo1,lixo2,user
,,,
20210405030000,-2.289.836.111,-4.309.041.667,88
20210405030500,-2.289.836.111,-4.309.041.667,83
20210405031000,-2.289.836.111,-4.309.041.667,118
20210405031500,-2.289.836.111,-4.309.041.667,110
20210405032000,-2.289.836.111,-4.309.041.667,120
20210405032500,-2.289.836.111,-4.309.041.667,73
20210405033000,-2.289.836.111,-4.309.041.667,120
20210405033500,-2.289.836.111,-4.309.041.667,73
20210405034000,-2.289.836.111,-4.309.041.667,106
20210405034500,-2.289.836.111,-4.309.041.667,102
20210405035000,-2.289.836.111,-4.309.041.667,116
20210405035500,-2.289.836.111,-4.309.041.667,76
,,,
20210405040000,-2.289.836.111,-4.309.041.667,95
20210405040500,-2.289.836.111,-4.309.041.667,83
20210405041000,-2.289.836.111,-4.309.041.667,105
20210405041500,-2.289.836.111,-4.309.041.667,108
20210405042000,-2.289.836.111,-4.309.041.667,115
20210405042500,-2.289.836.111,-4.309.041.667,71
20210405043000,-2.289.836.111,-4.309.041.667,120
20210405043500,-2.289.836.111,-4.309.041.667,72
20210405044000,-2.289.836.111,-4.309.041.667,94
20210405044500,-2.289.836.111,-4.309.041.667,88
20210405045000,-2.289.836.111,-4.309.041.667,101
20210405045500,-2.289.836.111,-4.309.041.667,79
,,,
20210405050000,-2.289.836.111,-4.309.041.667,97
20210405050500,-2.289.836.111,-4.309.041.667,84
20210405051000,-2.289.836.111,-4.309.041.667,105
20210405051500,-2.289.836.111,-4.309.041.667,110
20210405052000,-2.289.836.111,-4.309.041.667,137
20210405052500,-2.289.836.111,-4.309.041.667,71
20210405053000,-2.289.836.111,-4.309.041.667,147
20210405053500,-2.289.836.111,-4.309.041.667,79
20210405054000,-2.289.836.111,-4.309.041.667,113
20210405054500,-2.289.836.111,-4.309.041.667,98
20210405055000,-2.289.836.111,-4.309.041.667,113
20210405055500,-2.289.836.111,-4.309.041.667,93
,,,
20210405060000,-2.289.836.111,-4.309.041.667,112
20210405060500,-2.289.836.111,-4.309.041.667,114
20210405061000,-2.289.836.111,-4.309.041.667,144
20210405061500,-2.289.836.111,-4.309.041.667,166
20210405062000,-2.289.836.111,-4.309.041.667,160
20210405062500,-2.289.836.111,-4.309.041.667,112
20210405063000,-2.289.836.111,-4.309.041.667,161
20210405063500,-2.289.836.111,-4.309.041.667,147
20210405064000,-2.289.836.111,-4.309.041.667,202
20210405064500,-2.289.836.111,-4.309.041.667,165
20210405065000,-2.289.836.111,-4.309.041.667,173
20210405065500,-2.289.836.111,-4.309.041.667,161
,,,
20210405070000,-2.289.836.111,-4.309.041.667,155
20210405070500,-2.289.836.111,-4.309.041.667,175
20210405071000,-2.289.836.111,-4.309.041.667,164
20210405071500,-2.289.836.111,-4.309.041.667,157
20210405072000,-2.289.836.111,-4.309.041.667,158
20210405072500,-2.289.836.111,-4.309.041.667,126
20210405073000,-2.289.836.111,-4.309.041.667,166
20210405073500,-2.289.836.111,-4.309.041.667,173
20210405074000,-2.289.836.111,-4.309.041.667,160
20210405074500,-2.289.836.111,-4.309.041.667,178
20210405075000,-2.289.836.111,-4.309.041.667,193
20210405075500,-2.289.836.111,-4.309.041.667,150
,,,
20210405080000,-2.289.836.111,-4.309.041.667,251
20210405080500,-2.289.836.111,-4.309.041.667,192
20210405081000,-2.289.836.111,-4.309.041.667,212
20210405081500,-2.289.836.111,-4.309.041.667,208
20210405082000,-2.289.836.111,-4.309.041.667,234
20210405082500,-2.289.836.111,-4.309.041.667,236
20210405083000,-2.289.836.111,-4.309.041.667,250
20210405083500,-2.289.836.111,-4.309.041.667,235
20210405084000,-2.289.836.111,-4.309.041.667,231
20210405084500,-2.289.836.111,-4.309.041.667,210
20210405085000,-2.289.836.111,-4.309.041.667,288
20210405085500,-2.289.836.111,-4.309.041.667,283
,,,
20210405090000,-2.289.836.111,-4.309.041.667,219
20210405090500,-2.289.836.111,-4.309.041.667,185
20210405091000,-2.289.836.111,-4.309.041.667,286
20210405091500,-2.289.836.111,-4.309.041.667,290
20210405092000,-2.289.836.111,-4.309.041.667,251
20210405092500,-2.289.836.111,-4.309.041.667,231
20210405093000,-2.289.836.111,-4.309.041.667,253
20210405093500,-2.289.836.111,-4.309.041.667,230
20210405094000,-2.289.836.111,-4.309.041.667,273
20210405094500,-2.289.836.111,-4.309.041.667,221
20210405095000,-2.289.836.111,-4.309.041.667,259
20210405095500,-2.289.836.111,-4.309.041.667,307
,,,
20210405100000,-2.289.836.111,-4.309.041.667,264
20210405100500,-2.289.836.111,-4.309.041.667,211
20210405101000,-2.289.836.111,-4.309.041.667,313
20210405101500,-2.289.836.111,-4.309.041.667,251
20210405102000,-2.289.836.111,-4.309.041.667,320
20210405102500,-2.289.836.111,-4.309.041.667,293
20210405103000,-2.289.836.111,-4.309.041.667,273
20210405103500,-2.289.836.111,-4.309.041.667,255
20210405104000,-2.289.836.111,-4.309.041.667,256
20210405104500,-2.289.836.111,-4.309.041.667,186
20210405105000,-2.289.836.111,-4.309.041.667,254
20210405105500,-2.289.836.111,-4.309.041.667,240
,,,
20210405110000,-2.289.836.111,-4.309.041.667,239
20210405110500,-2.289.836.111,-4.309.041.667,272
20210405111000,-2.289.836.111,-4.309.041.667,327
20210405111500,-2.289.836.111,-4.309.041.667,239
20210405112000,-2.289.836.111,-4.309.041.667,279
20210405112500,-2.289.836.111,-4.309.041.667,272
20210405113000,-2.289.836.111,-4.309.041.667,212
20210405113500,-2.289.836.111,-4.309.041.667,280
20210405114000,-2.289.836.111,-4.309.041.667,283
20210405114500,-2.289.836.111,-4.309.041.667,274
20210405115000,-2.289.836.111,-4.309.041.667,328
20210405115500,-2.289.836.111,-4.309.041.667,338
,,,
20210405120000,-2.289.836.111,-4.309.041.667,332
20210405120500,-2.289.836.111,-4.309.041.667,279
20210405121000,-2.289.836.111,-4.309.041.667,288
20210405121500,-2.289.836.111,-4.309.041.667,284
20210405122000,-2.289.836.111,-4.309.041.667,209
20210405122500,-2.289.836.111,-4.309.041.667,269
20210405123000,-2.289.836.111,-4.309.041.667,297
20210405123500,-2.289.836.111,-4.309.041.667,238
20210405124000,-2.289.836.111,-4.309.041.667,207
20210405124500,-2.289.836.111,-4.309.041.667,224
20210405125000,-2.289.836.111,-4.309.041.667,302
20210405125500,-2.289.836.111,-4.309.041.667,292
,,,
20210405130000,-2.289.836.111,-4.309.041.667,308
20210405130500,-2.289.836.111,-4.309.041.667,269
20210405131000,-2.289.836.111,-4.309.041.667,286
20210405131500,-2.289.836.111,-4.309.041.667,225
20210405132000,-2.289.836.111,-4.309.041.667,249
20210405132500,-2.289.836.111,-4.309.041.667,217
20210405133000,-2.289.836.111,-4.309.041.667,365
20210405133500,-2.289.836.111,-4.309.041.667,244
20210405134000,-2.289.836.111,-4.309.041.667,220
20210405134500,-2.289.836.111,-4.309.041.667,325
20210405135000,-2.289.836.111,-4.309.041.667,314
20210405135500,-2.289.836.111,-4.309.041.667,273
,,,
20210405140000,-2.289.836.111,-4.309.041.667,278
20210405140500,-2.289.836.111,-4.309.041.667,285
20210405141000,-2.289.836.111,-4.309.041.667,272
20210405141500,-2.289.836.111,-4.309.041.667,256
20210405142000,-2.289.836.111,-4.309.041.667,290
20210405142500,-2.289.836.111,-4.309.041.667,187
20210405143000,-2.289.836.111,-4.309.041.667,251
20210405143500,-2.289.836.111,-4.309.041.667,209
20210405144000,-2.289.836.111,-4.309.041.667,264
20210405144500,-2.289.836.111,-4.309.041.667,261
20210405145000,-2.289.836.111,-4.309.041.667,295
20210405145500,-2.289.836.111,-4.309.041.667,235
,,,
20210405150000,-2.289.836.111,-4.309.041.667,249
20210405150500,-2.289.836.111,-4.309.041.667,225
20210405151000,-2.289.836.111,-4.309.041.667,333
20210405151500,-2.289.836.111,-4.309.041.667,257
20210405152000,-2.289.836.111,-4.309.041.667,268
20210405152500,-2.289.836.111,-4.309.041.667,242
20210405153000,-2.289.836.111,-4.309.041.667,270
20210405153500,-2.289.836.111,-4.309.041.667,265
20210405154000,-2.289.836.111,-4.309.041.667,261
20210405154500,-2.289.836.111,-4.309.041.667,238
20210405155000,-2.289.836.111,-4.309.041.667,291
20210405155500,-2.289.836.111,-4.309.041.667,270
,,,
20210405160000,-2.289.836.111,-4.309.041.667,303
20210405160500,-2.289.836.111,-4.309.041.667,299
20210405161000,-2.289.836.111,-4.309.041.667,328
20210405161500,-2.289.836.111,-4.309.041.667,280
20210405162000,-2.289.836.111,-4.309.041.667,219
20210405162500,-2.289.836.111,-4.309.041.667,205
20210405163000,-2.289.836.111,-4.309.041.667,258
20210405163500,-2.289.836.111,-4.309.041.667,290
20210405164000,-2.289.836.111,-4.309.041.667,290
20210405164500,-2.289.836.111,-4.309.041.667,282
20210405165000,-2.289.836.111,-4.309.041.667,262
20210405165500,-2.289.836.111,-4.309.041.667,217
,,,
20210405170000,-2.289.836.111,-4.309.041.667,295
20210405170500,-2.289.836.111,-4.309.041.667,243
20210405171000,-2.289.836.111,-4.309.041.667,320
20210405171500,-2.289.836.111,-4.309.041.667,273
20210405172000,-2.289.836.111,-4.309.041.667,238
20210405172500,-2.289.836.111,-4.309.041.667,205
20210405173000,-2.289.836.111,-4.309.041.667,206
20210405173500,-2.289.836.111,-4.309.041.667,305
20210405174000,-2.289.836.111,-4.309.041.667,259
20210405174500,-2.289.836.111,-4.309.041.667,276
20210405175000,-2.289.836.111,-4.309.041.667,251
20210405175500,-2.289.836.111,-4.309.041.667,228
,,,
20210405180000,-2.289.836.111,-4.309.041.667,290
20210405180500,-2.289.836.111,-4.309.041.667,311
20210405181000,-2.289.836.111,-4.309.041.667,291
20210405181500,-2.289.836.111,-4.309.041.667,345
20210405182000,-2.289.836.111,-4.309.041.667,269
20210405182500,-2.289.836.111,-4.309.041.667,274
20210405183000,-2.289.836.111,-4.309.041.667,310
20210405183500,-2.289.836.111,-4.309.041.667,314
20210405184000,-2.289.836.111,-4.309.041.667,265
20210405184500,-2.289.836.111,-4.309.041.667,307
20210405185000,-2.289.836.111,-4.309.041.667,307
20210405185500,-2.289.836.111,-4.309.041.667,265
,,,
20210405190000,-2.289.836.111,-4.309.041.667,258
20210405190500,-2.289.836.111,-4.309.041.667,268
20210405191000,-2.289.836.111,-4.309.041.667,226
20210405191500,-2.289.836.111,-4.309.041.667,296
20210405192000,-2.289.836.111,-4.309.041.667,243
20210405192500,-2.289.836.111,-4.309.041.667,270
20210405193000,-2.289.836.111,-4.309.041.667,276
20210405193500,-2.289.836.111,-4.309.041.667,340
20210405194000,-2.289.836.111,-4.309.041.667,254
20210405194500,-2.289.836.111,-4.309.041.667,230
20210405195000,-2.289.836.111,-4.309.041.667,307
20210405195500,-2.289.836.111,-4.309.041.667,311
,,,
20210405200000,-2.289.836.111,-4.309.041.667,298
20210405200500,-2.289.836.111,-4.309.041.667,285
20210405201000,-2.289.836.111,-4.309.041.667,226
20210405201500,-2.289.836.111,-4.309.041.667,229
20210405202000,-2.289.836.111,-4.309.041.667,289
20210405202500,-2.289.836.111,-4.309.041.667,250
20210405203000,-2.289.836.111,-4.309.041.667,223
20210405203500,-2.289.836.111,-4.309.041.667,286
20210405204000,-2.289.836.111,-4.309.041.667,217
20210405204500,-2.289.836.111,-4.309.041.667,221
20210405205000,-2.289.836.111,-4.309.041.667,288
20210405205500,-2.289.836.111,-4.309.041.667,281
,,,
20210405210000,-2.289.836.111,-4.309.041.667,196
20210405210500,-2.289.836.111,-4.309.041.667,228
20210405211000,-2.289.836.111,-4.309.041.667,168
20210405211500,-2.289.836.111,-4.309.041.667,190
20210405212000,-2.289.836.111,-4.309.041.667,223
20210405212500,-2.289.836.111,-4.309.041.667,202
20210405213000,-2.289.836.111,-4.309.041.667,253
20210405213500,-2.289.836.111,-4.309.041.667,217
20210405214000,-2.289.836.111,-4.309.041.667,208
20210405214500,-2.289.836.111,-4.309.041.667,205
20210405215000,-2.289.836.111,-4.309.041.667,241
20210405215500,-2.289.836.111,-4.309.041.667,245
,,,
20210405220000,-2.289.836.111,-4.309.041.667,181
20210405220500,-2.289.836.111,-4.309.041.667,250
20210405221000,-2.289.836.111,-4.309.041.667,193
20210405221500,-2.289.836.111,-4.309.041.667,196
20210405222000,-2.289.836.111,-4.309.041.667,180
20210405222500,-2.289.836.111,-4.309.041.667,207
20210405223000,-2.289.836.111,-4.309.041.667,186
20210405223500,-2.289.836.111,-4.309.041.667,212
20210405224000,-2.289.836.111,-4.309.041.667,175
20210405224500,-2.289.836.111,-4.309.041.667,171
20210405225000,-2.289.836.111,-4.309.041.667,167
20210405225500,-2.289.836.111,-4.309.041.667,158
,,,
20210405230000,-2.289.836.111,-4.309.041.667,137
20210405230500,-2.289.836.111,-4.309.041.667,148
20210405231000,-2.289.836.111,-4.309.041.667,143
20210405231500,-2.289.836.111,-4.309.041.667,115
20210405232000,-2.289.836.111,-4.309.041.667,90
20210405232500,-2.289.836.111,-4.309.041.667,293
20210405233000,-2.289.836.111,-4.309.041.667,234
20210405233500,-2.289.836.111,-4.309.041.667,206
20210405234000,-2.289.836.111,-4.309.041.667,123
20210405234500,-2.289.836.111,-4.309.041.667,10
,,,
20210406000000,-2.289.836.111,-4.309.041.667,235
20210406000500,-2.289.836.111,-4.309.041.667,285
20210406001000,-2.289.836.111,-4.309.041.667,277
20210406001500,-2.289.836.111,-4.309.041.667,231
20210406002000,-2.289.836.111,-4.309.041.667,283
20210406002500,-2.289.836.111,-4.309.041.667,298
20210406003000,-2.289.836.111,-4.309.041.667,317
20210406003500,-2.289.836.111,-4.309.041.667,284
20210406004000,-2.289.836.111,-4.309.041.667,264
20210406004500,-2.289.836.111,-4.309.041.667,229
20210406005000,-2.289.836.111,-4.309.041.667,177
20210406005500,-2.289.836.111,-4.309.041.667,230
,,,
20210406010000,-2.289.836.111,-4.309.041.667,248
20210406010500,-2.289.836.111,-4.309.041.667,227
20210406011000,-2.289.836.111,-4.309.041.667,244
20210406011500,-2.289.836.111,-4.309.041.667,227
20210406012000,-2.289.836.111,-4.309.041.667,197
20210406012500,-2.289.836.111,-4.309.041.667,211
20210406013000,-2.289.836.111,-4.309.041.667,207
20210406013500,-2.289.836.111,-4.309.041.667,209
20210406014000,-2.289.836.111,-4.309.041.667,193
20210406014500,-2.289.836.111,-4.309.041.667,160
20210406015000,-2.289.836.111,-4.309.041.667,187
20210406015500,-2.289.836.111,-4.309.041.667,174
,,,
20210406020000,-2.289.836.111,-4.309.041.667,215
20210406020500,-2.289.836.111,-4.309.041.667,176
20210406021000,-2.289.836.111,-4.309.041.667,180
20210406021500,-2.289.836.111,-4.309.041.667,176
20210406022000,-2.289.836.111,-4.309.041.667,145
20210406022500,-2.289.836.111,-4.309.041.667,188
20210406023000,-2.289.836.111,-4.309.041.667,140
20210406023500,-2.289.836.111,-4.309.041.667,146
20210406024000,-2.289.836.111,-4.309.041.667,164
20210406024500,-2.289.836.111,-4.309.041.667,118
20210406025000,-2.289.836.111,-4.309.041.667,133
20210406025500,-2.289.836.111,-4.309.041.667,116
,,,
20210406030000,-2.289.836.111,-4.309.041.667,123
20210406030500,-2.289.836.111,-4.309.041.667,134
20210406031000,-2.289.836.111,-4.309.041.667,132
20210406031500,-2.289.836.111,-4.309.041.667,143
20210406032000,-2.289.836.111,-4.309.041.667,169
20210406032500,-2.289.836.111,-4.309.041.667,149
20210406033000,-2.289.836.111,-4.309.041.667,148
20210406033500,-2.289.836.111,-4.309.041.667,161
20210406034000,-2.289.836.111,-4.309.041.667,147
20210406034500,-2.289.836.111,-4.309.041.667,146
20210406035000,-2.289.836.111,-4.309.041.667,121
20210406035500,-2.289.836.111,-4.309.041.667,110
,,,
20210406040000,-2.289.836.111,-4.309.041.667,162
20210406040500,-2.289.836.111,-4.309.041.667,256
20210406041000,-2.289.836.111,-4.309.041.667,230
20210406041500,-2.289.836.111,-4.309.041.667,135
20210406042000,-2.289.836.111,-4.309.041.667,138
20210406042500,-2.289.836.111,-4.309.041.667,115
20210406043000,-2.289.836.111,-4.309.041.667,103
20210406043500,-2.289.836.111,-4.309.041.667,116
20210406044000,-2.289.836.111,-4.309.041.667,124
20210406044500,-2.289.836.111,-4.309.041.667,58
20210406045000,-2.289.836.111,-4.309.041.667,60
20210406045500,-2.289.836.111,-4.309.041.667,45
,,,
20210406050000,-2.289.836.111,-4.309.041.667,75
20210406050500,-2.289.836.111,-4.309.041.667,130
20210406051000,-2.289.836.111,-4.309.041.667,117
20210406051500,-2.289.836.111,-4.309.041.667,91
20210406052000,-2.289.836.111,-4.309.041.667,79
20210406052500,-2.289.836.111,-4.309.041.667,89
20210406053000,-2.289.836.111,-4.309.041.667,97
20210406053500,-2.289.836.111,-4.309.041.667,126
20210406054000,-2.289.836.111,-4.309.041.667,128
20210406054500,-2.289.836.111,-4.309.041.667,73
20210406055000,-2.289.836.111,-4.309.041.667,61
20210406055500,-2.289.836.111,-4.309.041.667,65
,,,
20210406060000,-2.289.836.111,-4.309.041.667,80
20210406060500,-2.289.836.111,-4.309.041.667,153
20210406061000,-2.289.836.111,-4.309.041.667,134
20210406061500,-2.289.836.111,-4.309.041.667,101
20210406062000,-2.289.836.111,-4.309.041.667,122
20210406062500,-2.289.836.111,-4.309.041.667,111
20210406063000,-2.289.836.111,-4.309.041.667,147
20210406063500,-2.289.836.111,-4.309.041.667,154
20210406064000,-2.289.836.111,-4.309.041.667,147
20210406064500,-2.289.836.111,-4.309.041.667,120
20210406065000,-2.289.836.111,-4.309.041.667,136
20210406065500,-2.289.836.111,-4.309.041.667,134
,,,
20210406070000,-2.289.836.111,-4.309.041.667,129
20210406070500,-2.289.836.111,-4.309.041.667,174
20210406071000,-2.289.836.111,-4.309.041.667,178
20210406071500,-2.289.836.111,-4.309.041.667,189
20210406072000,-2.289.836.111,-4.309.041.667,207
20210406072500,-2.289.836.111,-4.309.041.667,143
20210406073000,-2.289.836.111,-4.309.041.667,195
20210406073500,-2.289.836.111,-4.309.041.667,183
20210406074000,-2.289.836.111,-4.309.041.667,206
20210406074500,-2.289.836.111,-4.309.041.667,128
20210406075000,-2.289.836.111,-4.309.041.667,186
20210406075500,-2.289.836.111,-4.309.041.667,185
,,,
20210406080000,-2.289.836.111,-4.309.041.667,202
20210406080500,-2.289.836.111,-4.309.041.667,243
20210406081000,-2.289.836.111,-4.309.041.667,207
20210406081500,-2.289.836.111,-4.309.041.667,217
20210406082000,-2.289.836.111,-4.309.041.667,237
20210406082500,-2.289.836.111,-4.309.041.667,187
20210406083000,-2.289.836.111,-4.309.041.667,183
20210406083500,-2.289.836.111,-4.309.041.667,214
20210406084000,-2.289.836.111,-4.309.041.667,286
20210406084500,-2.289.836.111,-4.309.041.667,160
20210406085000,-2.289.836.111,-4.309.041.667,209
20210406085500,-2.289.836.111,-4.309.041.667,218
,,,
20210406090000,-2.289.836.111,-4.309.041.667,258
20210406090500,-2.289.836.111,-4.309.041.667,257
20210406091000,-2.289.836.111,-4.309.041.667,276
20210406091500,-2.289.836.111,-4.309.041.667,219
20210406092000,-2.289.836.111,-4.309.041.667,249
20210406092500,-2.289.836.111,-4.309.041.667,282
20210406093000,-2.289.836.111,-4.309.041.667,270
20210406093500,-2.289.836.111,-4.309.041.667,221
20210406094000,-2.289.836.111,-4.309.041.667,280
20210406094500,-2.289.836.111,-4.309.041.667,238
20210406095000,-2.289.836.111,-4.309.041.667,257
20210406095500,-2.289.836.111,-4.309.041.667,274
,,,
20210406100000,-2.289.836.111,-4.309.041.667,220
20210406100500,-2.289.836.111,-4.309.041.667,306
20210406101000,-2.289.836.111,-4.309.041.667,270
20210406101500,-2.289.836.111,-4.309.041.667,243
20210406102000,-2.289.836.111,-4.309.041.667,248
20210406102500,-2.289.836.111,-4.309.041.667,262
20210406103000,-2.289.836.111,-4.309.041.667,278
20210406103500,-2.289.836.111,-4.309.041.667,279
20210406104000,-2.289.836.111,-4.309.041.667,282
20210406104500,-2.289.836.111,-4.309.041.667,279
20210406105000,-2.289.836.111,-4.309.041.667,248
20210406105500,-2.289.836.111,-4.309.041.667,217
,,,
20210406110000,-2.289.836.111,-4.309.041.667,266
20210406110500,-2.289.836.111,-4.309.041.667,267
20210406111000,-2.289.836.111,-4.309.041.667,212
20210406111500,-2.289.836.111,-4.309.041.667,263
20210406112000,-2.289.836.111,-4.309.041.667,290
20210406112500,-2.289.836.111,-4.309.041.667,309
20210406113000,-2.289.836.111,-4.309.041.667,246
20210406113500,-2.289.836.111,-4.309.041.667,253
20210406114000,-2.289.836.111,-4.309.041.667,303
20210406114500,-2.289.836.111,-4.309.041.667,255
20210406115000,-2.289.836.111,-4.309.041.667,232
20210406115500,-2.289.836.111,-4.309.041.667,305
,,,
20210406120000,-2.289.836.111,-4.309.041.667,317
20210406120500,-2.289.836.111,-4.309.041.667,321
20210406121000,-2.289.836.111,-4.309.041.667,267
20210406121500,-2.289.836.111,-4.309.041.667,213
20210406122000,-2.289.836.111,-4.309.041.667,302
20210406122500,-2.289.836.111,-4.309.041.667,244
20210406123000,-2.289.836.111,-4.309.041.667,286
20210406123500,-2.289.836.111,-4.309.041.667,277
20210406124000,-2.289.836.111,-4.309.041.667,290
20210406124500,-2.289.836.111,-4.309.041.667,266
20210406125000,-2.289.836.111,-4.309.041.667,250
20210406125500,-2.289.836.111,-4.309.041.667,252
,,,
20210406130000,-2.289.836.111,-4.309.041.667,281
20210406130500,-2.289.836.111,-4.309.041.667,289
20210406131000,-2.289.836.111,-4.309.041.667,347
20210406131500,-2.289.836.111,-4.309.041.667,250
20210406132000,-2.289.836.111,-4.309.041.667,280
20210406132500,-2.289.836.111,-4.309.041.667,244
20210406133000,-2.289.836.111,-4.309.041.667,246
20210406133500,-2.289.836.111,-4.309.041.667,247
20210406134000,-2.289.836.111,-4.309.041.667,291
20210406134500,-2.289.836.111,-4.309.041.667,197
20210406135000,-2.289.836.111,-4.309.041.667,239
20210406135500,-2.289.836.111,-4.309.041.667,292
,,,
20210406140000,-2.289.836.111,-4.309.041.667,257
20210406140500,-2.289.836.111,-4.309.041.667,287
20210406141000,-2.289.836.111,-4.309.041.667,281
20210406141500,-2.289.836.111,-4.309.041.667,319
20210406142000,-2.289.836.111,-4.309.041.667,265
20210406142500,-2.289.836.111,-4.309.041.667,288
20210406143000,-2.289.836.111,-4.309.041.667,282
20210406143500,-2.289.836.111,-4.309.041.667,260
20210406144000,-2.289.836.111,-4.309.041.667,268
20210406144500,-2.289.836.111,-4.309.041.667,228
20210406145000,-2.289.836.111,-4.309.041.667,257
20210406145500,-2.289.836.111,-4.309.041.667,247
,,,
20210406150000,-2.289.836.111,-4.309.041.667,257
20210406150500,-2.289.836.111,-4.309.041.667,304
20210406151000,-2.289.836.111,-4.309.041.667,261
20210406151500,-2.289.836.111,-4.309.041.667,268
20210406152000,-2.289.836.111,-4.309.041.667,306
20210406152500,-2.289.836.111,-4.309.041.667,246
20210406153000,-2.289.836.111,-4.309.041.667,297
20210406153500,-2.289.836.111,-4.309.041.667,275
20210406154000,-2.289.836.111,-4.309.041.667,267
20210406154500,-2.289.836.111,-4.309.041.667,192
20210406155000,-2.289.836.111,-4.309.041.667,219
20210406155500,-2.289.836.111,-4.309.041.667,264
,,,
20210406160000,-2.289.836.111,-4.309.041.667,240
20210406160500,-2.289.836.111,-4.309.041.667,277
20210406161000,-2.289.836.111,-4.309.041.667,308
20210406161500,-2.289.836.111,-4.309.041.667,323
20210406162000,-2.289.836.111,-4.309.041.667,275
20210406162500,-2.289.836.111,-4.309.041.667,301
20210406163000,-2.289.836.111,-4.309.041.667,261
20210406163500,-2.289.836.111,-4.309.041.667,288
20210406164000,-2.289.836.111,-4.309.041.667,319
20210406164500,-2.289.836.111,-4.309.041.667,275
20210406165000,-2.289.836.111,-4.309.041.667,241
20210406165500,-2.289.836.111,-4.309.041.667,259
,,,
20210406170000,-2.289.836.111,-4.309.041.667,262
20210406170500,-2.289.836.111,-4.309.041.667,297
20210406171000,-2.289.836.111,-4.309.041.667,295
20210406171500,-2.289.836.111,-4.309.041.667,243
20210406172000,-2.289.836.111,-4.309.041.667,310
20210406172500,-2.289.836.111,-4.309.041.667,248
20210406173000,-2.289.836.111,-4.309.041.667,274
20210406173500,-2.289.836.111,-4.309.041.667,238
20210406174000,-2.289.836.111,-4.309.041.667,313
20210406174500,-2.289.836.111,-4.309.041.667,250
20210406175000,-2.289.836.111,-4.309.041.667,274
20210406175500,-2.289.836.111,-4.309.041.667,310
,,,
20210406180000,-2.289.836.111,-4.309.041.667,312
20210406180500,-2.289.836.111,-4.309.041.667,370
20210406181000,-2.289.836.111,-4.309.041.667,315
20210406181500,-2.289.836.111,-4.309.041.667,276
20210406182000,-2.289.836.111,-4.309.041.667,307
20210406182500,-2.289.836.111,-4.309.041.667,295
20210406183000,-2.289.836.111,-4.309.041.667,263
20210406183500,-2.289.836.111,-4.309.041.667,232
20210406184000,-2.289.836.111,-4.309.041.667,262
20210406184500,-2.289.836.111,-4.309.041.667,216
20210406185000,-2.289.836.111,-4.309.041.667,295
20210406185500,-2.289.836.111,-4.309.041.667,233
,,,
20210406190000,-2.289.836.111,-4.309.041.667,259
20210406190500,-2.289.836.111,-4.309.041.667,328
20210406191000,-2.289.836.111,-4.309.041.667,280
20210406191500,-2.289.836.111,-4.309.041.667,230
20210406192000,-2.289.836.111,-4.309.041.667,255
20210406192500,-2.289.836.111,-4.309.041.667,267
20210406193000,-2.289.836.111,-4.309.041.667,272
20210406193500,-2.289.836.111,-4.309.041.667,243
20210406194000,-2.289.836.111,-4.309.041.667,243
20210406194500,-2.289.836.111,-4.309.041.667,239
20210406195000,-2.289.836.111,-4.309.041.667,223
20210406195500,-2.289.836.111,-4.309.041.667,221
,,,
20210406200000,-2.289.836.111,-4.309.041.667,239
20210406200500,-2.289.836.111,-4.309.041.667,269
20210406201000,-2.289.836.111,-4.309.041.667,239
20210406201500,-2.289.836.111,-4.309.041.667,267
20210406202000,-2.289.836.111,-4.309.041.667,252
20210406202500,-2.289.836.111,-4.309.041.667,262
20210406203000,-2.289.836.111,-4.309.041.667,270
20210406203500,-2.289.836.111,-4.309.041.667,218
20210406204000,-2.289.836.111,-4.309.041.667,269
20210406204500,-2.289.836.111,-4.309.041.667,209
20210406205000,-2.289.836.111,-4.309.041.667,229
20210406205500,-2.289.836.111,-4.309.041.667,182
,,,
20210406210000,-2.289.836.111,-4.309.041.667,233
20210406210500,-2.289.836.111,-4.309.041.667,280
20210406211000,-2.289.836.111,-4.309.041.667,273
20210406211500,-2.289.836.111,-4.309.041.667,199
20210406212000,-2.289.836.111,-4.309.041.667,206
20210406212500,-2.289.836.111,-4.309.041.667,187
20210406213000,-2.289.836.111,-4.309.041.667,239
20210406213500,-2.289.836.111,-4.309.041.667,185
20210406214000,-2.289.836.111,-4.309.041.667,187
20210406214500,-2.289.836.111,-4.309.041.667,209
20210406215000,-2.289.836.111,-4.309.041.667,206
20210406215500,-2.289.836.111,-4.309.041.667,193
,,,
20210406220000,-2.289.836.111,-4.309.041.667,230
20210406220500,-2.289.836.111,-4.309.041.667,220
20210406221000,-2.289.836.111,-4.309.041.667,229
20210406221500,-2.289.836.111,-4.309.041.667,217
20210406222000,-2.289.836.111,-4.309.041.667,212
20210406222500,-2.289.836.111,-4.309.041.667,177
20210406223000,-2.289.836.111,-4.309.041.667,179
20210406223500,-2.289.836.111,-4.309.041.667,192
20210406224000,-2.289.836.111,-4.309.041.667,196
20210406224500,-2.289.836.111,-4.309.041.667,174
20210406225000,-2.289.836.111,-4.309.041.667,95
20210406225500,-2.289.836.111,-4.309.041.667,94
,,,
20210406230000,-2.289.836.111,-4.309.041.667,77
20210406230500,-2.289.836.111,-4.309.041.667,61
20210406231000,-2.289.836.111,-4.309.041.667,49
20210406231500,-2.289.836.111,-4.309.041.667,63
